Origin node,Message count,Uniform Packet loss chance in %,Transmition per relay
0,13637,10,1




Node,Nr links,Nr adjacent node,Tot loss chance,Timestamp last msg,Packets recived,Packets lost,Packet loss %,Peak Buffer size
0,3,3,12.765844297977901,340925.0,13637.0,0.0,0.0,0
1,3,3,12.564099432230739,341025.5,13530.94,106.05999999999949,0.7777370389381791,8
2,3,3,12.578537058452591,341120.75,13496.49,140.51000000000022,1.030358583266116,9
3,3,3,12.669357762164763,341088.5,13497.14,139.86000000000058,1.025592139033516,9
4,3,3,12.606141372164174,341040.5,13521.73,115.27000000000044,0.8452738872185996,8
5,3,3,12.691111731019827,341101.25,13499.0,138.0,1.0119527755371416,9
6,3,3,12.7502539126231,341143.0,13482.83,154.17000000000007,1.1305272420620378,9
7,3,3,12.74936070701517,341139.0,13482.9,154.10000000000036,1.1300139326831442,8
8,3,3,12.782700751537966,341184.5,13469.81,167.1900000000005,1.226002786536632,9
9,3,3,12.700557119240164,341190.5,13466.0,171.0,1.253941482730806,9
10,3,3,12.800287205025494,341187.0,13470.15,166.85000000000036,1.2235095695534235,8
11,3,3,12.83996867151163,341215.0,13460.08,176.92000000000007,1.2973527902031243,7
12,3,3,12.696013359633858,341185.0,13465.77,171.22999999999956,1.2556280706900311,9
13,3,3,12.618322372354339,341101.75,13496.88,140.1200000000008,1.0274987167265586,9
14,3,3,12.800555074963823,341234.0,13401.29,235.70999999999913,1.728459338564194,8
15,3,3,12.889599155371013,341232.75,13422.14,214.86000000000058,1.5755664735645714,8
16,3,3,12.802790515973152,341226.5,13401.63,235.3700000000008,1.7259661215809987,8
17,3,3,12.580246977636182,341021.25,13533.17,103.82999999999993,0.7613844687247924,8
18,2,2,11.458306017503773,341254.5,13231.31,405.6900000000005,2.9749211703453877,7
19,2,2,11.420375289420083,341057.0,13361.99,275.0100000000002,2.016645889858475,7
