0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"(0, 1)","(1, 2)","(2, 3)","(3, 4)","(4, 0)","(4, 5)","(5, 6)","(6, 7)","(7, 3)","(7, 8)","(8, 9)","(9, 2)","(6, 10)","(10, 11)","(11, 8)","(13, 5)","(12, 14)","(14, 15)","(15, 11)","(9, 16)","(16, 15)","(0, 17)","(17, 13)","(16, 18)","(18, 14)","(1, 19)","(19, 17)"

